User_ID,User_Name,Gender,City,Movie,Genre,Actor,Director,OTT_Platform,Movie_Rating,Watch_Time_Minutes,Wishlist_Movies,Watch_History,Recommended_Movie,Watch_Date
145,Reyansh Yadav,Female,Delhi,RRR,Drama,Joaquin Phoenix,Christopher Nolan,Amazon Prime,4,161,Inception,"Avatar, RRR, Pushpa, The Batman",Avengers,2024-06-15
146,Shaurya Malhotra,Female,Delhi,Titanic,Romance,Leonardo DiCaprio,Russo Brothers,Disney+ Hotstar,3,149,"Avatar, KGF, The Batman","The Batman, Pushpa, Avatar",The Batman,2024-08-07
147,Vihaan Yadav,Female,Delhi,Avatar,Action,Allu Arjun,Atlee,Disney+ Hotstar,1,61,Avengers,"Inception, Titanic, RRR",Joker,2024-08-14
148,Krishna Verma,Female,Bangalore,Inception,Sci-Fi,Christian Bale,Atlee,Disney+ Hotstar,3,38,"Titanic, Joker, Inception","Interstellar, Avengers, Titanic",Titanic,2024-10-08
149,Shaurya Malhotra,Male,Bangalore,Pushpa,Action,Robert Downey Jr.,Matt Reeves,Netflix,3,110,"Joker, The Batman","Pushpa, Avatar, Titanic, The Batman, Avengers",Titanic,2024-10-19
150,Reyansh Kulkarni,Female,Mumbai,The Batman,Action,Allu Arjun,Prashanth Neel,Netflix,1,160,"Titanic, Interstellar, Inception","Avatar, Titanic, Joker, Interstellar, Avengers",Pushpa,2024-07-25
151,Ananya Bansal,Male,Bangalore,Joker,Drama,Allu Arjun,Atlee,Netflix,1,119,"Pushpa, Avengers, Joker","Interstellar, KGF",RRR,2024-10-16
152,Krishna Choudhary,Female,Bangalore,Titanic,Romance,Joaquin Phoenix,S. S. Rajamouli,ZEE5,1,161,"Inception, The Batman, KGF","Avengers, Interstellar, The Batman, Avatar",Titanic,2024-08-22
153,Aanya Shetty,Female,Chennai,The Batman,Action,Yash,Todd Phillips,ZEE5,3,34,"Avatar, Inception, RRR","Titanic, Avatar",Avatar,2024-07-30
154,Pooja Khan,Male,Mumbai,The Batman,Action,Christian Bale,S. S. Rajamouli,SonyLIV,4,47,"The Batman, RRR, Avengers","Interstellar, Inception",Joker,2024-02-07
155,Aarav Yadav,Male,Mumbai,Avengers,Action,Allu Arjun,Prashanth Neel,Netflix,3,178,"Interstellar, Joker, Avengers","The Batman, RRR, Avengers",Titanic,2024-02-02
156,Diya Shetty,Male,Bangalore,KGF,Action,Robert Downey Jr.,Christopher Nolan,ZEE5,4,61,"RRR, Avatar, The Batman","RRR, Interstellar, Avatar, Joker",KGF,2024-03-10
157,Diya Gupta,Female,Bangalore,Pushpa,Action,Leonardo DiCaprio,Christopher Nolan,Amazon Prime,2,219,Avatar,"RRR, Pushpa",Joker,2024-01-03
158,Ishaan Bansal,Female,Delhi,Joker,Drama,Ram Charan,S. S. Rajamouli,Amazon Prime,1,149,"Avengers, Joker, The Batman","Inception, Joker, Interstellar, Avatar",Interstellar,2024-03-25
159,Ira Joshi,Male,Mumbai,Avengers,Action,Yash,James Cameron,SonyLIV,2,188,Titanic,"Titanic, Interstellar, The Batman",Pushpa,2024-06-09
160,Sara Joshi,Female,Delhi,Joker,Drama,Allu Arjun,Christopher Nolan,SonyLIV,4,134,"KGF, RRR, Pushpa","Pushpa, Joker, KGF",KGF,2024-11-24
161,Diya Verma,Female,Hyderabad,Interstellar,Sci-Fi,Jr NTR,Christopher Nolan,Amazon Prime,5,235,"Titanic, KGF, Inception","The Batman, Avengers, Interstellar, RRR",Titanic,2024-01-22
162,Arjun Khan,Female,Bangalore,Avengers,Action,Prabhas,Christopher Nolan,Amazon Prime,5,40,"KGF, RRR, Inception","RRR, Avengers, Avatar, The Batman, Joker",The Batman,2024-10-25
163,Krishna Choudhary,Female,Delhi,RRR,Drama,Leonardo DiCaprio,Sandeep Reddy Vanga,Amazon Prime,1,34,"Inception, Avatar","Pushpa, Interstellar, Inception, The Batman, KGF",Joker,2024-01-22
164,Reyansh Kapoor,Female,Chennai,Titanic,Romance,Shah Rukh Khan,James Cameron,Amazon Prime,4,108,RRR,"Titanic, Interstellar",RRR,2024-05-06
165,Arjun Agarwal,Male,Hyderabad,Inception,Sci-Fi,Shah Rukh Khan,S. S. Rajamouli,SonyLIV,2,58,"Pushpa, RRR","Avatar, Titanic, The Batman, Avengers, Joker",Avatar,2024-12-07
166,Pooja Choudhary,Male,Hyderabad,RRR,Drama,Shah Rukh Khan,S. S. Rajamouli,Amazon Prime,3,113,Joker,"Joker, The Batman, Interstellar",Inception,2024-08-12
167,Riya Sharma,Female,Chennai,Inception,Sci-Fi,Ram Charan,James Cameron,Amazon Prime,1,41,"Avatar, Titanic, Pushpa","RRR, The Batman, Avatar, Interstellar",Titanic,2024-10-19
168,Ishaan Bansal,Female,Chennai,Interstellar,Sci-Fi,Prabhas,Prashanth Neel,SonyLIV,3,104,"RRR, Joker","Titanic, Pushpa, Avatar, Inception, Joker",RRR,2024-03-15
169,Vihaan Choudhary,Female,Delhi,Titanic,Romance,Christian Bale,Atlee,SonyLIV,5,226,"The Batman, KGF, Avatar","Inception, Avengers, Joker, KGF, RRR",The Batman,2024-06-04
170,Aadhya Bansal,Male,Delhi,Pushpa,Action,Christian Bale,Sandeep Reddy Vanga,Netflix,2,190,"Titanic, Interstellar, Avatar","Joker, RRR, Inception",Avengers,2024-09-22
171,Diya Nair,Female,Delhi,Interstellar,Sci-Fi,Leonardo DiCaprio,Sukumar,ZEE5,4,193,Interstellar,"Inception, Avatar, Interstellar, Avengers",Interstellar,2024-09-29
172,Aadhya Verma,Male,Pune,RRR,Drama,Jr NTR,Christopher Nolan,Amazon Prime,2,115,Avatar,"RRR, Inception, Avatar, Interstellar",RRR,2024-09-07
173,Vivaan Shetty,Male,Chennai,Pushpa,Action,Prabhas,Matt Reeves,SonyLIV,2,64,Titanic,"Joker, KGF, RRR, Pushpa, Titanic",RRR,2024-07-10
174,Arjun Singh,Female,Chennai,Titanic,Romance,Shah Rukh Khan,S. S. Rajamouli,Netflix,3,117,Interstellar,"Inception, RRR, Avengers",The Batman,2024-09-21
175,Arjun Patel,Male,Delhi,Interstellar,Sci-Fi,Jr NTR,Sandeep Reddy Vanga,Disney+ Hotstar,3,238,"KGF, Pushpa","RRR, Titanic, Avengers",Avatar,2024-12-03
176,Vivaan Yadav,Male,Hyderabad,Pushpa,Action,Joaquin Phoenix,Matt Reeves,SonyLIV,3,66,Titanic,"The Batman, Avatar, RRR, Titanic, Joker",Interstellar,2024-02-14
177,Diya Iyer,Male,Mumbai,Joker,Drama,Robert Downey Jr.,Matt Reeves,Netflix,1,208,KGF,"Titanic, Avatar",Pushpa,2024-01-20
178,Aarav Khan,Female,Delhi,The Batman,Action,Ram Charan,James Cameron,SonyLIV,3,92,"Avatar, Pushpa, KGF","Titanic, The Batman, Joker",Interstellar,2024-01-18
179,Arjun Iyer,Female,Bangalore,Avengers,Action,Shah Rukh Khan,James Cameron,Amazon Prime,4,54,"Interstellar, Avengers","Joker, Titanic",The Batman,2024-05-17
180,Ananya Mehta,Female,Bangalore,Interstellar,Sci-Fi,Christian Bale,Prashanth Neel,ZEE5,5,149,"Inception, Avatar","Titanic, KGF, Avatar",Titanic,2024-12-16
181,Pooja Kulkarni,Male,Pune,Interstellar,Sci-Fi,Jr NTR,Russo Brothers,Disney+ Hotstar,2,50,Avatar,"Avengers, The Batman, Titanic, KGF, Inception",The Batman,2024-11-03
182,Pooja Verma,Female,Mumbai,Avatar,Action,Joaquin Phoenix,James Cameron,SonyLIV,1,136,"The Batman, Joker","Joker, Titanic, Pushpa, Avatar, KGF",Titanic,2024-12-27
183,Diya Sharma,Male,Chennai,Avatar,Action,Yash,S. S. Rajamouli,ZEE5,5,228,"Joker, Avatar, Titanic","Joker, Avatar, Avengers, Titanic, Interstellar",The Batman,2024-05-17
184,Shaurya Mehta,Female,Bangalore,RRR,Drama,Shah Rukh Khan,James Cameron,ZEE5,4,164,Titanic,"Interstellar, Inception, Titanic",Interstellar,2024-06-07
185,Riya Kapoor,Female,Pune,KGF,Action,Ram Charan,Sandeep Reddy Vanga,SonyLIV,5,232,"Avatar, Interstellar, Pushpa","KGF, RRR, Interstellar, Pushpa",KGF,2024-04-21
186,Aanya Kapoor,Male,Delhi,Interstellar,Sci-Fi,Allu Arjun,Matt Reeves,Disney+ Hotstar,1,224,"Pushpa, Inception","Avengers, Inception, RRR",Interstellar,2024-04-04
187,Arjun Mehta,Female,Hyderabad,Inception,Sci-Fi,Prabhas,Christopher Nolan,Amazon Prime,3,142,"Inception, The Batman, RRR","Avengers, Joker",Titanic,2024-02-05
188,Sara Bansal,Female,Hyderabad,Pushpa,Action,Allu Arjun,Sukumar,Netflix,4,31,"The Batman, Joker","RRR, Titanic, KGF, Interstellar",KGF,2024-12-02
189,Sai Patel,Male,Chennai,KGF,Action,Christian Bale,James Cameron,ZEE5,2,47,Avatar,"Interstellar, Pushpa, Joker, The Batman",Pushpa,2024-03-12
190,Sai Reddy,Male,Chennai,The Batman,Action,Robert Downey Jr.,Christopher Nolan,Netflix,5,184,"Interstellar, KGF","Joker, Interstellar, RRR, Inception, The Batman",RRR,2024-12-21
191,Vivaan Iyer,Female,Delhi,Interstellar,Sci-Fi,Ram Charan,Sandeep Reddy Vanga,SonyLIV,4,85,KGF,"RRR, Interstellar, KGF, The Batman",Titanic,2024-03-05
192,Sai Verma,Female,Hyderabad,Joker,Drama,Yash,Prashanth Neel,Netflix,5,125,"The Batman, Interstellar","RRR, Joker",Titanic,2024-08-24
193,Riya Kapoor,Male,Pune,Titanic,Romance,Allu Arjun,Sandeep Reddy Vanga,Disney+ Hotstar,3,201,"Interstellar, KGF","Avatar, Interstellar, Titanic, Pushpa",Joker,2024-11-27
194,Ananya Kapoor,Female,Pune,KGF,Action,Yash,Matt Reeves,Amazon Prime,3,97,Interstellar,"Avatar, Inception",Interstellar,2024-08-10
195,Pooja Sharma,Male,Mumbai,Avengers,Action,Prabhas,Christopher Nolan,ZEE5,4,45,Titanic,"Joker, Inception",Avengers,2024-08-15
196,Ira Verma,Male,Delhi,The Batman,Action,Prabhas,Prashanth Neel,ZEE5,1,131,"Joker, Inception","Interstellar, Inception, KGF, Joker",Joker,2024-10-10
197,Ananya Malhotra,Male,Chennai,Inception,Sci-Fi,Jr NTR,Prashanth Neel,SonyLIV,3,204,KGF,"Avengers, Interstellar",Avengers,2024-01-09
198,Ira Agarwal,Male,Pune,Interstellar,Sci-Fi,Christian Bale,Matt Reeves,Netflix,1,129,"Interstellar, Titanic, Inception","KGF, Interstellar, Joker, The Batman",Pushpa,2024-07-23
199,Sai Shetty,Male,Hyderabad,Pushpa,Action,Allu Arjun,S. S. Rajamouli,Disney+ Hotstar,4,220,"RRR, Inception, Joker","RRR, Inception, Avatar, Joker",Avatar,2024-02-08
200,Sai Bansal,Male,Delhi,Inception,Sci-Fi,Joaquin Phoenix,James Cameron,Amazon Prime,3,79,"KGF, Pushpa, Interstellar","The Batman, Joker, Titanic, Inception, RRR",Avatar,2024-11-08
201,Shaurya Khan,Male,Bangalore,Interstellar,Sci-Fi,Yash,S. S. Rajamouli,SonyLIV,3,48,Avengers,"Pushpa, KGF, RRR",RRR,2024-05-10
202,Arjun Agarwal,Male,Chennai,RRR,Drama,Robert Downey Jr.,Matt Reeves,ZEE5,2,53,"Joker, The Batman","Avatar, Inception, Interstellar, Titanic, The Batman",The Batman,2024-08-07
203,Sara Shetty,Female,Mumbai,RRR,Drama,Yash,Todd Phillips,ZEE5,1,234,"Pushpa, Inception, Joker","KGF, Avatar, Inception",Inception,2024-01-08
204,Anika Kapoor,Female,Hyderabad,KGF,Action,Ram Charan,Prashanth Neel,Disney+ Hotstar,2,192,"Joker, Avengers","KGF, Inception, Joker",KGF,2024-08-12
205,Shaurya Choudhary,Male,Mumbai,Titanic,Romance,Ram Charan,Sukumar,Disney+ Hotstar,1,44,"The Batman, Pushpa, RRR","RRR, Inception, Pushpa, Titanic",Interstellar,2024-07-09
206,Ananya Choudhary,Female,Hyderabad,KGF,Action,Ram Charan,Atlee,Disney+ Hotstar,5,191,"Titanic, KGF, Pushpa","The Batman, RRR, Joker",The Batman,2024-11-28
207,Vihaan Malhotra,Female,Bangalore,Titanic,Romance,Yash,Prashanth Neel,SonyLIV,5,169,"RRR, Titanic, The Batman","RRR, Avatar",Joker,2024-08-07
208,Reyansh Khan,Male,Mumbai,Pushpa,Action,Yash,James Cameron,SonyLIV,3,198,"Joker, Avatar","The Batman, Avatar, Pushpa, RRR, Interstellar",RRR,2024-04-17
209,Diya Singh,Female,Delhi,Titanic,Romance,Allu Arjun,Sukumar,Netflix,2,227,"Pushpa, Joker","Joker, RRR",Titanic,2024-09-21
210,Sai Patel,Female,Chennai,KGF,Action,Allu Arjun,Sandeep Reddy Vanga,ZEE5,4,78,"Interstellar, Titanic","Avengers, KGF, Avatar, RRR",Inception,2024-10-13
211,Vivaan Sharma,Female,Chennai,Pushpa,Action,Leonardo DiCaprio,James Cameron,SonyLIV,2,196,"KGF, Interstellar","Inception, Pushpa, Titanic",Interstellar,2024-09-26
212,Anika Verma,Female,Delhi,Avatar,Action,Yash,Russo Brothers,Netflix,4,149,The Batman,"Inception, The Batman, KGF, RRR, Interstellar",Pushpa,2024-02-25
213,Ishaan Reddy,Female,Delhi,RRR,Drama,Allu Arjun,Christopher Nolan,ZEE5,2,196,"Avengers, Inception","Joker, Avatar, Inception, The Batman",The Batman,2024-02-22
214,Shaurya Das,Male,Delhi,Pushpa,Action,Leonardo DiCaprio,Matt Reeves,Amazon Prime,5,51,"Inception, The Batman","Joker, The Batman, Avengers, RRR",Avatar,2024-10-18
215,Ananya Patel,Female,Delhi,Joker,Drama,Jr NTR,Sukumar,Netflix,5,198,"Avatar, RRR","Interstellar, KGF, Inception, Joker",Avengers,2024-02-01
216,Vivaan Choudhary,Female,Bangalore,Interstellar,Sci-Fi,Jr NTR,James Cameron,SonyLIV,1,90,"RRR, Titanic","The Batman, Titanic, Inception, Avatar, RRR",Avengers,2024-06-20
217,Anika Malhotra,Male,Hyderabad,Joker,Drama,Yash,Sandeep Reddy Vanga,Disney+ Hotstar,4,106,"Pushpa, Inception","The Batman, Pushpa",Titanic,2024-10-07
218,Riya Sharma,Male,Bangalore,KGF,Action,Robert Downey Jr.,Matt Reeves,Disney+ Hotstar,4,116,Joker,"RRR, The Batman, Pushpa",Titanic,2024-09-04
219,Pooja Kulkarni,Female,Delhi,Pushpa,Action,Allu Arjun,Matt Reeves,Disney+ Hotstar,1,225,"Titanic, Inception, KGF","Avengers, Joker, Pushpa, Avatar, The Batman",Titanic,2024-05-18
220,Ananya Malhotra,Male,Hyderabad,RRR,Drama,Christian Bale,Christopher Nolan,Netflix,2,198,Pushpa,"Inception, Titanic",Titanic,2024-01-02
221,Ira Khan,Male,Hyderabad,Titanic,Romance,Joaquin Phoenix,Sandeep Reddy Vanga,ZEE5,4,174,"KGF, Avatar, Avengers","Inception, Interstellar, Joker, The Batman",Avatar,2024-08-16
222,Ishaan Singh,Female,Chennai,Titanic,Romance,Robert Downey Jr.,Christopher Nolan,Netflix,4,116,"Avatar, KGF, Joker","Joker, Avengers, Avatar, KGF",Pushpa,2024-12-05
223,Sai Reddy,Male,Hyderabad,Joker,Drama,Yash,Sukumar,Disney+ Hotstar,5,71,The Batman,"Pushpa, Interstellar",Avengers,2024-01-03
224,Shaurya Reddy,Female,Mumbai,The Batman,Action,Ram Charan,S. S. Rajamouli,Disney+ Hotstar,1,188,Titanic,"The Batman, Pushpa, Joker, Avengers, RRR",Titanic,2024-12-06
225,Aadhya Agarwal,Female,Chennai,Pushpa,Action,Allu Arjun,Russo Brothers,Disney+ Hotstar,3,184,"Avengers, Titanic, Pushpa","Inception, The Batman, RRR, Joker",KGF,2024-05-07
226,Krishna Nair,Female,Mumbai,Interstellar,Sci-Fi,Leonardo DiCaprio,Christopher Nolan,Netflix,2,137,"RRR, Avengers, The Batman","RRR, KGF, Interstellar, Avatar",Interstellar,2024-11-08
227,Aanya Kapoor,Female,Hyderabad,Interstellar,Sci-Fi,Yash,Russo Brothers,Netflix,3,114,Avatar,"Joker, KGF, Pushpa, RRR, The Batman",Joker,2024-07-29
228,Arjun Reddy,Male,Chennai,RRR,Drama,Allu Arjun,James Cameron,SonyLIV,4,150,"RRR, Titanic, Interstellar","Avengers, Joker",Joker,2024-06-11
229,Ishaan Shetty,Male,Pune,RRR,Drama,Leonardo DiCaprio,Sandeep Reddy Vanga,Disney+ Hotstar,3,92,The Batman,"Titanic, Inception, Joker",Inception,2024-12-23
230,Vivaan Kulkarni,Female,Delhi,Pushpa,Action,Ram Charan,Sukumar,SonyLIV,5,217,"The Batman, Avatar, Interstellar","Avengers, The Batman, Joker",The Batman,2024-09-17
231,Myra Das,Male,Hyderabad,Joker,Drama,Joaquin Phoenix,Sukumar,Netflix,4,135,Avengers,"The Batman, Inception",The Batman,2024-08-24
232,Riya Kulkarni,Female,Mumbai,Inception,Sci-Fi,Yash,Sandeep Reddy Vanga,Amazon Prime,4,163,"Inception, Joker","Joker, Interstellar",The Batman,2024-11-19
233,Riya Singh,Female,Hyderabad,The Batman,Action,Yash,S. S. Rajamouli,Netflix,4,105,"Pushpa, KGF, Inception","RRR, Interstellar",Interstellar,2024-05-20
234,Ira Verma,Male,Delhi,KGF,Action,Ram Charan,Russo Brothers,SonyLIV,1,184,"RRR, Inception, Titanic","Pushpa, KGF, Avatar",KGF,2024-12-08
235,Sai Bansal,Female,Hyderabad,The Batman,Action,Ram Charan,S. S. Rajamouli,Disney+ Hotstar,2,218,"Joker, Titanic","Pushpa, Avatar, Inception",RRR,2024-02-01
236,Pooja Bansal,Male,Delhi,The Batman,Action,Yash,Sukumar,ZEE5,4,77,Titanic,"Inception, Interstellar, Avengers, Joker, Pushpa",Interstellar,2024-10-19
237,Pooja Gupta,Male,Delhi,Avatar,Action,Allu Arjun,Todd Phillips,Amazon Prime,3,180,"Pushpa, Interstellar","Inception, Interstellar, RRR, Pushpa",RRR,2024-12-26
238,Diya Gupta,Female,Pune,Inception,Sci-Fi,Leonardo DiCaprio,James Cameron,Amazon Prime,4,191,"Avatar, The Batman","KGF, Pushpa, The Batman",Interstellar,2024-08-02
239,Sai Reddy,Male,Bangalore,Avengers,Action,Allu Arjun,Sandeep Reddy Vanga,Disney+ Hotstar,4,36,Titanic,"KGF, Titanic, Avengers, Joker, Pushpa",Interstellar,2024-08-23
240,Ishaan Patel,Male,Chennai,Avatar,Action,Joaquin Phoenix,Russo Brothers,SonyLIV,5,221,"Titanic, Interstellar, Avengers","Joker, KGF, Pushpa, Interstellar, Inception",Avatar,2024-04-20
241,Myra Patel,Male,Mumbai,The Batman,Action,Joaquin Phoenix,Christopher Nolan,Netflix,3,50,Pushpa,"Inception, Joker",The Batman,2024-05-04
242,Sai Sharma,Male,Bangalore,Titanic,Romance,Allu Arjun,Atlee,Amazon Prime,1,235,Joker,"Joker, RRR",Avengers,2024-06-18
243,Vihaan Nair,Female,Delhi,Joker,Drama,Allu Arjun,Christopher Nolan,Amazon Prime,5,160,"Pushpa, Avatar","Avatar, Avengers, Interstellar, Inception",RRR,2024-04-10
244,Riya Verma,Male,Mumbai,RRR,Drama,Jr NTR,Sukumar,Disney+ Hotstar,5,220,"RRR, Inception","Inception, RRR, Avatar, Joker, KGF",Pushpa,2024-03-23
245,Aadhya Bansal,Female,Pune,Titanic,Romance,Christian Bale,Atlee,SonyLIV,5,30,"Interstellar, RRR","KGF, Inception",Avengers,2024-10-14
246,Aditya Kapoor,Female,Chennai,Pushpa,Action,Shah Rukh Khan,Christopher Nolan,Netflix,5,99,"Inception, Pushpa","The Batman, Inception",Interstellar,2024-01-07
247,Aadhya Sharma,Female,Delhi,RRR,Drama,Leonardo DiCaprio,Atlee,ZEE5,4,174,"Pushpa, Interstellar","The Batman, RRR, Inception, Pushpa",Inception,2024-04-10
248,Reyansh Khan,Male,Mumbai,KGF,Action,Yash,Matt Reeves,Disney+ Hotstar,2,145,RRR,"Avatar, Pushpa",Inception,2024-07-30
249,Reyansh Shetty,Female,Delhi,Interstellar,Sci-Fi,Christian Bale,Atlee,SonyLIV,5,117,"Titanic, Avatar, KGF","Pushpa, Avengers",Inception,2024-06-10
250,Arjun Bansal,Female,Mumbai,Interstellar,Sci-Fi,Yash,Prashanth Neel,ZEE5,1,235,"Inception, Interstellar","RRR, Pushpa, Avengers",Joker,2024-08-24
251,Pooja Kulkarni,Female,Bangalore,Avengers,Action,Ram Charan,Prashanth Neel,ZEE5,5,71,"Joker, Inception, Avatar","KGF, Avengers, Interstellar",Interstellar,2024-09-01
252,Riya Reddy,Female,Mumbai,Titanic,Romance,Jr NTR,Russo Brothers,Amazon Prime,4,48,"Avengers, RRR, Titanic","Inception, Titanic, Joker, The Batman, KGF",RRR,2024-07-16
253,Diya Mehta,Female,Hyderabad,RRR,Drama,Ram Charan,Matt Reeves,Netflix,3,230,"RRR, Avatar","Inception, KGF, Titanic, Pushpa",Avengers,2024-07-18
254,Aditya Agarwal,Female,Hyderabad,Interstellar,Sci-Fi,Jr NTR,James Cameron,Netflix,1,131,Inception,"Avengers, Joker, RRR, The Batman, Pushpa",The Batman,2024-01-22
255,Sai Yadav,Male,Mumbai,Titanic,Romance,Christian Bale,Todd Phillips,Netflix,3,42,"Interstellar, Pushpa","Joker, KGF",Avatar,2024-02-01
256,Ishaan Gupta,Female,Delhi,Avatar,Action,Prabhas,Matt Reeves,Disney+ Hotstar,2,110,RRR,"RRR, Joker, Interstellar, Pushpa, Avengers",RRR,2024-07-17
257,Vivaan Malhotra,Female,Chennai,KGF,Action,Robert Downey Jr.,Matt Reeves,SonyLIV,5,118,RRR,"KGF, Avatar, RRR",Pushpa,2024-04-03
258,Ananya Shetty,Male,Chennai,Pushpa,Action,Jr NTR,Sandeep Reddy Vanga,Amazon Prime,4,238,"The Batman, Interstellar","Pushpa, The Batman, Inception, Interstellar, Avengers",Interstellar,2024-11-27
259,Krishna Reddy,Male,Hyderabad,Avengers,Action,Yash,Todd Phillips,SonyLIV,4,40,Titanic,"Inception, Interstellar",Titanic,2024-04-17
260,Myra Singh,Male,Pune,The Batman,Action,Shah Rukh Khan,S. S. Rajamouli,SonyLIV,5,33,"Interstellar, Avengers","RRR, Pushpa, Interstellar, Titanic",KGF,2024-05-09
261,Aanya Yadav,Female,Chennai,Joker,Drama,Jr NTR,Russo Brothers,Disney+ Hotstar,5,71,"Joker, Interstellar, Avatar","The Batman, Pushpa, Avengers, Interstellar, RRR",Joker,2024-09-27
262,Vivaan Yadav,Male,Pune,Avengers,Action,Shah Rukh Khan,Atlee,Disney+ Hotstar,2,113,KGF,"Interstellar, Avengers, KGF",RRR,2024-11-28
263,Reyansh Kapoor,Female,Bangalore,Avatar,Action,Prabhas,Christopher Nolan,SonyLIV,5,152,Avengers,"RRR, KGF, The Batman, Interstellar",The Batman,2024-10-14
264,Ananya Singh,Male,Delhi,Titanic,Romance,Ram Charan,Matt Reeves,Amazon Prime,5,179,"Avatar, Interstellar","Avengers, Avatar, Interstellar",RRR,2024-03-30
265,Vivaan Mehta,Male,Hyderabad,KGF,Action,Christian Bale,Atlee,Amazon Prime,5,141,"Joker, Avengers, KGF","Joker, Interstellar, Inception",Interstellar,2024-09-28
266,Aarav Verma,Female,Delhi,Avengers,Action,Yash,Todd Phillips,Amazon Prime,5,233,"RRR, Avengers, KGF","Avatar, The Batman, Avengers",KGF,2024-07-30
267,Reyansh Patel,Female,Mumbai,Inception,Sci-Fi,Jr NTR,Matt Reeves,Amazon Prime,4,92,Avengers,"The Batman, Inception, RRR, Avengers",Avengers,2024-01-31
268,Arjun Malhotra,Male,Mumbai,KGF,Action,Allu Arjun,Atlee,Amazon Prime,5,191,"Avatar, RRR, The Batman","Interstellar, Inception",Joker,2024-02-23
269,Aarav Agarwal,Male,Pune,Interstellar,Sci-Fi,Jr NTR,James Cameron,SonyLIV,1,110,RRR,"Avengers, Joker",Titanic,2024-08-19
270,Ishaan Kapoor,Male,Bangalore,The Batman,Action,Prabhas,Atlee,SonyLIV,3,212,"KGF, Interstellar","Avatar, Interstellar, Pushpa, Titanic",Titanic,2024-08-08
271,Aanya Khan,Female,Bangalore,Inception,Sci-Fi,Ram Charan,S. S. Rajamouli,SonyLIV,3,60,"Titanic, KGF","Titanic, KGF, Avatar, Joker",Inception,2024-02-12
272,Ira Das,Male,Mumbai,Titanic,Romance,Jr NTR,Russo Brothers,SonyLIV,5,52,"KGF, Avengers, Joker","The Batman, Inception",Joker,2024-07-05
273,Arjun Joshi,Female,Bangalore,KGF,Action,Allu Arjun,Matt Reeves,Amazon Prime,3,36,"Avatar, Inception","Inception, Avengers, Avatar, Joker, Titanic",Interstellar,2024-10-29
274,Pooja Choudhary,Male,Bangalore,RRR,Drama,Robert Downey Jr.,Todd Phillips,Amazon Prime,4,130,"Joker, Avatar, KGF","Titanic, Joker, Interstellar, Avatar",Avatar,2024-09-01
275,Shaurya Sharma,Female,Mumbai,Avatar,Action,Shah Rukh Khan,Russo Brothers,Amazon Prime,5,155,"The Batman, Pushpa","KGF, RRR, Interstellar",KGF,2024-01-28
276,Diya Joshi,Male,Bangalore,Inception,Sci-Fi,Joaquin Phoenix,Russo Brothers,SonyLIV,4,160,"KGF, RRR","Avengers, Avatar, The Batman",Interstellar,2024-05-12
277,Ananya Nair,Male,Hyderabad,Titanic,Romance,Yash,Sandeep Reddy Vanga,SonyLIV,2,81,"RRR, Interstellar, Pushpa","Joker, Titanic, Interstellar",Interstellar,2024-06-11
278,Krishna Reddy,Female,Delhi,Interstellar,Sci-Fi,Leonardo DiCaprio,S. S. Rajamouli,Netflix,1,68,Pushpa,"RRR, Pushpa, KGF, Inception",Interstellar,2024-09-29
279,Myra Das,Female,Chennai,Avatar,Action,Shah Rukh Khan,Christopher Nolan,Disney+ Hotstar,1,223,"Pushpa, The Batman, Joker","RRR, Avatar, Avengers, KGF",KGF,2024-11-19
280,Myra Patel,Male,Chennai,Avatar,Action,Joaquin Phoenix,Sandeep Reddy Vanga,Netflix,3,190,"Inception, KGF","Inception, Avatar, Joker",The Batman,2024-07-27
281,Aditya Nair,Female,Delhi,The Batman,Action,Robert Downey Jr.,Christopher Nolan,Disney+ Hotstar,3,190,"Inception, The Batman","The Batman, Joker, Pushpa, Avatar, Inception",The Batman,2024-07-13
282,Sai Joshi,Male,Delhi,The Batman,Action,Allu Arjun,Todd Phillips,Disney+ Hotstar,3,72,"Interstellar, Joker","Inception, Interstellar, Avatar",Titanic,2024-02-12
283,Aanya Kapoor,Female,Hyderabad,The Batman,Action,Christian Bale,Sandeep Reddy Vanga,Disney+ Hotstar,2,225,"Avengers, Inception, Joker","Avengers, Avatar, Inception, Joker, Interstellar",Avengers,2024-05-14
284,Aditya Khan,Male,Delhi,Interstellar,Sci-Fi,Prabhas,Sukumar,Disney+ Hotstar,3,54,RRR,"Titanic, Inception",Avatar,2024-06-13
285,Myra Joshi,Male,Mumbai,Titanic,Romance,Allu Arjun,Sukumar,Disney+ Hotstar,4,165,Pushpa,"RRR, Avatar",Pushpa,2024-10-08
286,Shaurya Choudhary,Male,Bangalore,Avengers,Action,Robert Downey Jr.,Matt Reeves,Netflix,5,109,"RRR, Pushpa","Avatar, The Batman, KGF, Titanic, Interstellar",Inception,2024-02-03
287,Sai Khan,Female,Hyderabad,Pushpa,Action,Allu Arjun,S. S. Rajamouli,SonyLIV,3,162,"Titanic, KGF","Inception, Titanic, The Batman, Avatar, RRR",Joker,2024-03-09
288,Myra Iyer,Female,Delhi,Avatar,Action,Jr NTR,S. S. Rajamouli,Netflix,5,66,Avengers,"Interstellar, Inception, RRR, KGF",Avatar,2024-04-08
